timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
129104000,0,0.9771093,-0.0023079927,0.009015506,-0.21255565,0.0,0.0,0.0,0.0,0
129112000,0,0.9771093,-0.0023080145,0.009016023,-0.21255565,0.0,0.0,0.0,0.0,0
129124000,0,0.9771093,-0.0023079736,0.009016816,-0.21255565,0.0,0.0,0.0,0.0,0
129128000,0,0.9771093,-0.0023124886,0.009015592,-0.2125556,0.0,0.0,0.0,0.0,0
129144000,0,0.9771093,-0.0023127228,0.009016672,-0.2125556,0.0,0.0,0.0,0.0,0
129152000,0,0.9771093,-0.0023126262,0.009017344,-0.2125556,0.0,0.0,0.0,0.0,0
129164000,0,0.9771093,-0.0023171094,0.009016648,-0.21255556,0.0,0.0,0.0,0.0,0
129172000,0,0.9771093,-0.0023172745,0.00901737,-0.21255556,0.0,0.0,0.0,0.0,0
129184000,0,0.97710925,-0.0023172102,0.009018289,-0.21255556,0.0,0.0,0.0,0.0,0
129192000,0,0.97710925,-0.0023171739,0.009018818,-0.21255557,0.0,0.0,0.0,0.0,0
129204000,0,0.97710925,-0.0023220393,0.009018108,-0.21255551,0.0,0.0,0.0,0.0,0
129212000,0,0.97710925,-0.0023219702,0.009018734,-0.21255551,0.0,0.0,0.0,0.0,0
129224000,0,0.97710925,-0.0023218968,0.009019538,-0.21255553,0.0,0.0,0.0,0.0,0
129232000,0,0.97710925,-0.0023220459,0.0090197455,-0.21255553,0.0,0.0,0.0,0.0,0
129244000,0,0.97710913,-0.00229517,0.00903436,-0.21255577,0.0,0.0,0.0,0.0,0
129252000,0,0.9771092,-0.0023092248,0.009029138,-0.21255562,0.0,0.0,0.0,0.0,0
129264000,0,0.97710913,-0.0022936156,0.00903779,-0.21255575,0.0,0.0,0.0,0.0,0
129272000,0,0.9771087,-0.0022051772,0.009082731,-0.21255657,0.0,0.0,0.0,0.0,0
129284000,0,0.9771088,-0.0022248405,0.00907531,-0.21255636,0.0,0.0,0.0,0.0,0
129292000,0,0.97710884,-0.0022328338,0.009071075,-0.21255627,0.0,0.0,0.0,0.0,0
129304000,0,0.97710866,-0.002194824,0.009091242,-0.21255662,0.0,0.0,0.0,0.0,0
129312000,0,0.97710866,-0.0021916165,0.009092359,-0.21255663,0.0,0.0,0.0,0.0,0
129324000,0,0.9771084,-0.0021387099,0.0091196615,-0.21255712,0.0,0.0,0.0,0.0,0
129332000,0,0.97710854,-0.002165844,0.009104469,-0.21255687,0.0,0.0,0.0,0.0,0
129344000,0,0.9771084,-0.0021409786,0.00911605,-0.2125571,0.0,0.0,0.0,0.0,0
129352000,0,0.97710836,-0.002120674,0.009124347,-0.21255729,0.0,0.0,0.0,0.0,0
129364000,0,0.97710824,-0.0020899992,0.009140147,-0.21255755,0.0,0.0,0.0,0.0,0
129372000,0,0.97710824,-0.002090576,0.009140237,-0.21255752,0.0,0.0,0.0,0.0,0
129384000,0,0.97710824,-0.0020869258,0.009137985,-0.21255752,0.0,0.0,0.0,0.0,0
